price,estate_type,distribution_type,space,id_solo,photos_nb,floor_nb,nb_rooms,nb_bedrooms,estate_postalcode,url2post,region
188500,1,2,54,83703988,8,2,3,2,95800,https://www.logic-immo.com/detail-vente-174510D9-C03A-1099-1423-B68AC44DDBB4.htm,1
189000,1,2,46,85410241,7,3,2,1,91200,https://www.logic-immo.com/detail-vente-C83F377A-08C1-3424-5594-E47FD5158370.htm,1
189000,1,2,57,85177400,5,4,3,2,78340,https://www.logic-immo.com/detail-vente-274A6773-AD62-8258-B0E0-B0812F9536E7.htm,1
189000,1,2,60,83715091,10,4,2,0,78550,https://www.logic-immo.com/detail-vente-E3B98EA9-94FA-E211-3943-4C749A8FC044.htm,1
189000,1,2,46,85410241,7,3,2,1,91200,https://www.logic-immo.com/detail-vente-C83F377A-08C1-3424-5594-E47FD5158370.htm,1
190000,1,2,19,84896031,6,2,1,0,75019,https://www.logic-immo.com/detail-vente-AD79B71D-06F5-A836-D650-515BDC750AD9.htm,1
195000,1,2,44,86555423,3,1,2,1,95300,https://www.logic-immo.com/detail-vente-514C03D7-D891-EEB5-0D93-375F2B8DD030.htm,1
198000,1,2,40,85914547,5,1,2,1,77330,https://www.logic-immo.com/detail-vente-B93CE881-BC75-B1DB-B1D2-E2CBDE551AA2.htm,1
198000,1,2,28,85246744,7,1,1,0,92270,https://www.logic-immo.com/detail-vente-6E4A49AE-BAFC-4BE4-8FB0-FE52E20C84BC.htm,1
198000,1,2,80,86170683,10,1,4,3,78710,https://www.logic-immo.com/detail-vente-AB4EA35D-8CD5-AA6D-9A99-02F7F10AA35F.htm,1
199000,1,2,69,85113268,9,3,2,0,91000,https://www.logic-immo.com/detail-vente-56346C04-6368-6C90-1269-067096820DF6.htm,1
199000,1,2,63,86587201,10,4,3,2,94000,https://www.logic-immo.com/detail-vente-8E5A643D-8711-358B-4881-F83657FDB27B.htm,1
199000,1,2,77,85050470,6,3,2,0,91600,https://www.logic-immo.com/detail-vente-EEC6DDB4-7108-FE9F-839F-C05BF9379758.htm,1
199000,1,2,58,86013024,10,2,1,1,91160,https://www.logic-immo.com/detail-vente-B1CE2F70-AD45-B5FD-DF5B-81B1DE55A293.htm,1
199000,1,2,49,84955127,8,2,1,0,95530,https://www.logic-immo.com/detail-vente-00810C3A-AF3D-DAB9-F13F-E19D1C11882D.htm,1
199600,1,2,72,85202152,8,3,3,2,78700,https://www.logic-immo.com/detail-vente-AD87522F-DFC2-5B2A-756F-B154FDA57332.htm,1
200000,1,2,38,86430375,6,2,1,0,94000,https://www.logic-immo.com/detail-vente-2E16AECC-B413-A854-28BC-F23793801451.htm,1
200000,1,2,60,84844611,8,3,2,0,95610,https://www.logic-immo.com/detail-vente-FFB7F820-81B9-6048-4873-EE61B504B0D1.htm,1
205000,1,2,54,86238239,7,1,3,2,77330,https://www.logic-immo.com/detail-vente-C623715E-701A-D358-804F-2949AE936A15.htm,1
208000,1,2,83,86157178,10,1,4,4,91000,https://www.logic-immo.com/detail-vente-4523576A-4D2F-CAAC-6C49-7AAE85155161.htm,1
209900,1,2,57,85453979,7,2,3,2,95280,https://www.logic-immo.com/detail-vente-ECD0B530-C1F2-D1FF-9534-4F8C161D9B39.htm,1
210000,1,2,47,84402693,10,2,1,0,78760,https://www.logic-immo.com/detail-vente-604DA27B-1D50-CEE5-159B-75CB998D2E10.htm,1
210000,1,2,59,85418430,8,3,3,2,91200,https://www.logic-immo.com/detail-vente-35B1F3DC-F8D9-E13A-9709-170B87E12B05.htm,1
210000,1,2,0,86691290,7,2,2,1,77400,https://www.logic-immo.com/detail-vente-948D66C1-7544-7973-6155-FCDDCE8ABA5E.htm,1
210000,1,2,36,86469330,10,1,2,1,93170,https://www.logic-immo.com/detail-vente-A833FC36-409F-5BFE-97AC-5D521242DEFF.htm,1
210000,1,2,46,86408076,7,4,2,1,94000,https://www.logic-immo.com/detail-vente-FFE928EA-DAFB-6457-8BF4-54009008BD0D.htm,1
212000,1,2,69,85667192,9,3,3,2,91240,https://www.logic-immo.com/detail-vente-EA47FF61-254A-9993-55CF-40756F6932B7.htm,1
212000,1,2,74,86634969,7,7,4,3,78340,https://www.logic-immo.com/detail-vente-951C2BEF-36FC-6BD2-C614-6714BD2D0FD8.htm,1
212765,1,2,70,86593228,9,4,4,2,78800,https://www.logic-immo.com/detail-vente-AF811264-B066-148B-1654-661F890555CE.htm,1
214600,1,2,74,85049113,10,4,2,0,91270,https://www.logic-immo.com/detail-vente-6A58B0D5-296C-0511-71A9-94A8192527CE.htm,1
215000,1,2,40,84017624,6,5,2,1,94000,https://www.logic-immo.com/detail-vente-537A6C93-F213-12D7-ED0F-3BBBBB64655A.htm,1
215000,1,2,73,83704000,10,4,3,2,95800,https://www.logic-immo.com/detail-vente-0E41C1F5-1418-EE2C-9134-EDC194B8E7F5.htm,1
215300,1,2,63,85328344,9,2,3,2,95280,https://www.logic-immo.com/detail-vente-28E8A96C-96D9-516C-7F78-8BD3930704ED.htm,1
216000,1,2,14,86644550,10,5,1,0,75002,https://www.logic-immo.com/detail-vente-08399BDC-B56F-2C29-2A63-4E758613C03A.htm,1
217300,1,2,63,85897476,7,3,2,0,91700,https://www.logic-immo.com/detail-vente-B8795C67-6F0B-49F9-9F54-AF7C6DAD8857.htm,1
217900,1,2,51,83829050,8,1,3,2,95610,https://www.logic-immo.com/detail-vente-AB4E941D-7376-6C69-32A9-EC3BCE07F4FF.htm,1
218000,1,2,20,86028043,10,1,0,1,75012,https://www.logic-immo.com/detail-vente-B58007CC-98E3-7D2E-1209-CD027028EDDD.htm,1
218000,1,2,18,86600177,7,2,1,0,75017,https://www.logic-immo.com/detail-vente-35870636-47CE-6262-2829-28F832BA37D1.htm,1
218000,1,2,26,86022661,6,1,1,0,78100,https://www.logic-immo.com/detail-vente-03DBC090-0A31-D669-5F55-77EFA1AC713B.htm,1
218400,1,2,53,86710905,1,3,2,0,78220,https://www.logic-immo.com/detail-vente-8F4AF5CD-09B4-F770-B298-64C553DBE99B.htm,1
219000,1,2,57,85988255,10,2,3,2,78955,https://www.logic-immo.com/detail-vente-4329A8DB-E5A3-C118-B372-51E0F0ED4358.htm,1
219900,1,2,60,85378774,8,1,3,2,95280,https://www.logic-immo.com/detail-vente-51FCD2C7-4DCC-1945-6606-58A6C48D8260.htm,1
220000,1,2,47,83125821,7,2,2,1,94320,https://www.logic-immo.com/detail-vente-D16F6621-5A82-9830-174E-CA620CC43407.htm,1
220495,1,2,58,86642833,3,2,3,2,94500,https://www.logic-immo.com/detail-vente-AF36B71E-5ED7-499C-E23D-A97F5653427C.htm,1
222429,1,2,62,78016498,3,1,3,2,93600,https://www.logic-immo.com/detail-vente-FCD223D3-34C6-7239-8314-C878337822BB.htm,1
222600,1,2,41,86473071,9,1,2,1,95220,https://www.logic-immo.com/detail-vente-881F988A-9A23-A3EA-4C45-9A98AD4FFC2A.htm,1
223170,1,2,53,86492928,8,1,3,2,78720,https://www.logic-immo.com/detail-vente-29077DA3-3EE2-1364-4859-1F7F5E16652E.htm,1
225000,1,2,92,82520834,10,4,5,3,91480,https://www.logic-immo.com/detail-vente-37EC28BF-5BBE-8CE0-A982-FD17C38EC1A8.htm,1
225000,1,2,37,75942605,4,5,1,0,93110,https://www.logic-immo.com/detail-vente-559DD8B7-9CD0-5675-588B-70A77D7BC162.htm,1
227000,1,2,82,84273564,10,5,3,0,95610,https://www.logic-immo.com/detail-vente-CFDDDE7A-CCF6-D589-1754-FF9147EB8E31.htm,1
227000,1,2,82,85135942,8,1,4,3,91100,https://www.logic-immo.com/detail-vente-C2D0CCB8-7B78-5FE8-58AD-2C9B84317363.htm,1
228000,1,2,70,85355464,9,5,4,2,91600,https://www.logic-immo.com/detail-vente-29B45EE0-53F0-4F0F-11AD-EEADA08E9E25.htm,1
228000,1,2,69,85200561,6,1,3,2,91240,https://www.logic-immo.com/detail-vente-9BD64649-1EAC-94FF-78FB-7ECDB63AE437.htm,1
228500,1,2,73,83717696,8,2,4,3,94310,https://www.logic-immo.com/detail-vente-5D3299B9-26A9-2DFA-E158-F42C4494F7A1.htm,1
229000,1,2,77,83319493,9,1,3,2,91250,https://www.logic-immo.com/detail-vente-6D0D8F13-FC1D-B5D3-C5AE-489454AD8B6A.htm,1
229000,1,2,24,83320681,10,2,1,0,78000,https://www.logic-immo.com/detail-vente-4C4EF2E7-CF0B-A4DB-F534-75D82EEE11D8.htm,1
229400,1,2,61,86060466,9,4,3,2,95610,https://www.logic-immo.com/detail-vente-08D4CB9A-D218-1F71-4CB1-637A8350A108.htm,1
229500,1,2,62,85757703,8,1,3,2,78300,https://www.logic-immo.com/detail-vente-D4EE5582-687C-25E7-A1E1-F712F59B2AB3.htm,1
230000,1,2,55,86037168,10,2,1,0,91170,https://www.logic-immo.com/detail-vente-2BB9060D-5B6A-30C7-1178-DDB7CF53810B.htm,1
230000,1,2,28,86282261,10,2,1,0,92400,https://www.logic-immo.com/detail-vente-6836A58D-D158-A9FD-2224-9BF376CEB7A6.htm,1
230000,1,2,22,82850057,6,1,1,0,92400,https://www.logic-immo.com/detail-vente-68A019E1-A3F2-67C6-15F8-8A1BB11E6EE7.htm,1
230000,1,2,76,85914071,7,4,4,3,94320,https://www.logic-immo.com/detail-vente-A75C26F1-DBC4-A8D3-9705-96F94B51C5F6.htm,1
230000,1,2,39,86153269,6,1,2,1,94000,https://www.logic-immo.com/detail-vente-88B6D911-A952-0907-839B-430D3B7D666B.htm,1
231900,1,2,33,86455515,7,1,2,1,92000,https://www.logic-immo.com/detail-vente-577FA9A2-388A-57F7-D1F0-93FA3436CBE3.htm,1
231900,1,2,33,86455515,7,1,2,1,92000,https://www.logic-immo.com/detail-vente-577FA9A2-388A-57F7-D1F0-93FA3436CBE3.htm,1
233000,1,2,23,86660333,9,2,1,0,94300,https://www.logic-immo.com/detail-vente-77764578-8BDA-2DE6-4D33-335842436924.htm,1
235000,1,2,57,85050419,9,5,3,2,92360,https://www.logic-immo.com/detail-vente-487EFE03-A1E5-E9B0-9D29-6821D7D2D117.htm,1
235000,1,2,69,84402845,9,2,3,2,91170,https://www.logic-immo.com/detail-vente-51C71E83-BCA4-2DF7-25E7-EA185C43BC08.htm,1
238000,1,2,20,86681206,3,2,1,0,75011,https://www.logic-immo.com/detail-vente-9F5540C6-14B4-6AEB-A3CB-5B983FE4C2F8.htm,1
238900,1,2,61,78791509,4,1,4,2,77380,https://www.logic-immo.com/detail-vente-C8389E18-7D97-8AE2-2E30-77241F7063B7.htm,1
239000,1,2,71,85235799,9,3,2,0,78711,https://www.logic-immo.com/detail-vente-7BE8AD38-C597-48DC-43F9-EB116E3573BC.htm,1
239400,1,2,63,77473378,4,1,3,2,77000,https://www.logic-immo.com/detail-vente-E39442B0-B104-0313-53C3-85A92F6DAC00.htm,1
240000,1,2,31,86412010,6,6,2,1,93400,https://www.logic-immo.com/detail-vente-2D8548AA-AA89-EA79-1143-0F93ED91A21E.htm,1
240000,1,2,29,86386193,7,2,2,1,78000,https://www.logic-immo.com/detail-vente-8752B08A-6AEB-F63B-C2DE-3E7B6CA464BA.htm,1
240000,1,2,56,84001909,9,3,3,2,77600,https://www.logic-immo.com/detail-vente-148B003A-491D-020C-21D3-7C534643AC5A.htm,1
240750,1,2,21,86053947,4,1,1,0,75002,https://www.logic-immo.com/detail-vente-C160F53E-08D1-53C9-0840-3E8F4E726094.htm,1
241000,1,2,52,83862140,3,3,2,1,78280,https://www.logic-immo.com/detail-vente-73050199-5F3A-2879-846B-BBD16DA1F6A6.htm,1
242000,1,2,84,85709382,9,3,4,3,93290,https://www.logic-immo.com/detail-vente-78E51271-5E2A-0803-94D7-9B8F19AF9449.htm,1
244000,1,2,14,86527610,8,5,1,0,75008,https://www.logic-immo.com/detail-vente-FEA34221-4A50-FCB6-FCE9-B473FDAE6AA8.htm,1
245000,1,2,42,86165977,4,2,1,0,78600,https://www.logic-immo.com/detail-vente-4BD36293-5D14-F572-145F-FCABB0341C1A.htm,1
247635,1,2,57,86642569,10,1,3,2,78500,https://www.logic-immo.com/detail-vente-9FD61A0D-2E03-B6D5-82A4-92BC7433E5F7.htm,1
249000,1,2,51,86710899,10,4,2,1,78140,https://www.logic-immo.com/detail-vente-661A82F0-27A1-051D-FE98-9CCC090558D1.htm,1
249000,1,2,71,86097227,5,2,3,2,94000,https://www.logic-immo.com/detail-vente-C95FCEA9-450C-EC6F-D91E-31BEF63764CF.htm,1
249000,1,2,30,85151860,6,5,1,0,92400,https://www.logic-immo.com/detail-vente-DA81183D-8A5C-90A2-581E-8DC82169B0A6.htm,1
250000,1,2,17,85765459,6,1,1,0,75017,https://www.logic-immo.com/detail-vente-9281F571-9DFF-4EC5-A4BA-F51F90ADD806.htm,1
250000,1,2,93,86638485,10,5,2,0,77120,https://www.logic-immo.com/detail-vente-949208A7-60BF-71F7-80F9-9D1614E7ADD7.htm,1
252000,1,2,47,86430374,9,1,2,1,94000,https://www.logic-immo.com/detail-vente-938CB49B-AACD-0681-140E-CADC151F936C.htm,1
254000,1,2,67,85620346,10,3,3,2,94290,https://www.logic-immo.com/detail-vente-22CF48EB-E512-7EC0-721C-DEB5177B303E.htm,1
254000,1,2,41,86164583,7,3,2,1,93230,https://www.logic-immo.com/detail-vente-6EA357EC-F48A-267B-5367-D1A8DBA42995.htm,1
255400,1,2,83,84174345,10,1,4,3,95000,https://www.logic-immo.com/detail-vente-86778AC7-89BA-0FBA-EE34-D2C1F77E3347.htm,1
256800,1,2,54,85391153,7,1,3,2,91200,https://www.logic-immo.com/detail-vente-67DAD47D-04CF-18DA-E9A9-8B92348A650A.htm,1
257000,1,2,71,86528014,8,1,3,2,78340,https://www.logic-immo.com/detail-vente-F0AFA92B-12E8-CF4B-5086-BB5A76BB7F79.htm,1
257900,1,2,65,86281619,8,2,3,2,77200,https://www.logic-immo.com/detail-vente-C82D291E-B849-3CB4-4DA4-170BC41BE468.htm,1
258000,1,2,62,83930717,5,1,3,2,77700,https://www.logic-immo.com/detail-vente-3FC99372-FD18-D3AC-048B-92C2AB5A4C4D.htm,1
259000,1,2,24,86401985,10,5,1,0,75012,https://www.logic-immo.com/detail-vente-E67795BA-2057-CD15-EEC0-537A4CC897C4.htm,1
259900,1,2,72,77473377,4,3,3,2,77000,https://www.logic-immo.com/detail-vente-4CC2240F-6A1D-DFFF-F4C9-D1CE100E6E64.htm,1
259900,1,2,126,86442056,10,2,4,2,95610,https://www.logic-immo.com/detail-vente-BC2D8E39-6CFF-357D-F278-F9D76D366134.htm,1
260000,1,2,72,86376957,6,3,1,0,77400,https://www.logic-immo.com/detail-vente-2D9246BB-055F-D051-BFA4-138ADC46CC4E.htm,1
260000,1,2,22,82853477,4,1,0,0,75011,https://www.logic-immo.com/detail-vente-0362D347-5951-99B9-23BE-B2DE91A9B8FE.htm,1
260000,1,2,46,86639693,5,1,2,1,94240,https://www.logic-immo.com/detail-vente-A05D0286-52C8-9985-539B-73718484A62E.htm,1
260000,1,2,25,86572767,10,1,1,0,75019,https://www.logic-immo.com/detail-vente-B4C4902A-477C-FE79-5100-00BA72C33C69.htm,1
260000,1,2,59,86493226,7,1,3,2,91160,https://www.logic-immo.com/detail-vente-B5600E86-81D2-5BA6-D23B-00AFF31E874D.htm,1
261936,1,2,58,85978617,10,2,3,2,78820,https://www.logic-immo.com/detail-vente-C4F3EBF2-6F96-35F5-A847-A19D9942240B.htm,1
262000,1,2,19,86683118,9,3,1,0,75018,https://www.logic-immo.com/detail-vente-000955D4-C9D4-4061-42DF-355E240A99DC.htm,1
262200,1,2,65,78015514,3,3,2,0,77000,https://www.logic-immo.com/detail-vente-57E8B126-4B6C-7688-4714-B9EF5A10D5B5.htm,1
262500,1,2,87,80380662,5,1,4,3,95320,https://www.logic-immo.com/detail-vente-54E103D6-9763-5B5F-8969-F5CFD437E009.htm,1
265000,1,2,20,86257087,10,5,1,0,75019,https://www.logic-immo.com/detail-vente-5C72AD3F-1F88-BD50-479A-A9564BEAD668.htm,1
267000,1,2,70,85318599,10,4,3,0,94800,https://www.logic-immo.com/detail-vente-54401263-5509-6F15-AB79-8D43278B3432.htm,1
268000,1,2,63,84900110,7,3,2,0,94320,https://www.logic-immo.com/detail-vente-72237291-8416-8E5A-CC22-69DB04FAE497.htm,1
268000,1,2,30,86609385,10,3,2,1,75018,https://www.logic-immo.com/detail-vente-C97A86CB-8D45-604B-5C83-417377702270.htm,1
269000,1,2,68,85806981,8,3,2,0,91700,https://www.logic-immo.com/detail-vente-16122FA3-6BD4-E1E3-2EAA-351687E3AE94.htm,1
269148,1,2,62,86470253,4,3,6,2,77340,https://www.logic-immo.com/detail-vente-8300C7BC-8A0F-0091-042A-BCD1A3299DE2.htm,1
270000,1,2,34,86669414,5,1,2,1,94120,https://www.logic-immo.com/detail-vente-61874813-5661-FD9D-9228-95974D719610.htm,1
273000,1,2,52,83729389,8,3,3,2,78230,https://www.logic-immo.com/detail-vente-9FFBCAB5-B357-65A2-699B-833CC0CE7D7C.htm,1
273000,1,2,24,86600180,10,7,2,1,75017,https://www.logic-immo.com/detail-vente-28345BED-087C-2475-ACF5-4FC0A382EA25.htm,1
275000,1,2,83,86213576,5,3,4,3,94000,https://www.logic-immo.com/detail-vente-AF34656E-4E4D-FA72-B963-87B05349EBCD.htm,1
275000,1,2,66,86036776,10,2,3,2,94000,https://www.logic-immo.com/detail-vente-5A704130-D465-B399-67CC-58DB8547F513.htm,1
278200,1,2,23,86167034,4,6,2,1,75010,https://www.logic-immo.com/detail-vente-2B6E491E-1F73-AEBC-A972-75E69951EEDC.htm,1
279000,1,2,64,86153369,10,3,3,2,78140,https://www.logic-immo.com/detail-vente-56ED1991-D081-5B7C-28EB-FD6337F74039.htm,1
279500,1,2,60,82681303,10,3,2,1,78300,https://www.logic-immo.com/detail-vente-155EFBA3-A4F5-532F-6288-7B90CB52DD5F.htm,1
279500,1,2,60,85757697,10,3,2,1,78300,https://www.logic-immo.com/detail-vente-A6B650D4-4D3D-951B-C143-3049F346E8A0.htm,1
280000,1,2,39,86373467,6,2,2,1,92600,https://www.logic-immo.com/detail-vente-3B312B99-69F4-F4E1-C4F3-74AAF9389AE0.htm,1
280000,1,2,26,86571970,10,1,2,1,92300,https://www.logic-immo.com/detail-vente-B02DD1EF-79AC-3724-989D-109A72B13F5E.htm,1
283000,1,2,32,84581697,10,2,1,0,75020,https://www.logic-immo.com/detail-vente-7100372D-153D-AC31-1935-2E7337717975.htm,1
280000,1,2,39,86373467,6,2,2,1,92600,https://www.logic-immo.com/detail-vente-3B312B99-69F4-F4E1-C4F3-74AAF9389AE0.htm,1
283000,1,2,32,84581697,10,2,1,0,75020,https://www.logic-immo.com/detail-vente-7100372D-153D-AC31-1935-2E7337717975.htm,1
284000,1,2,57,86717259,6,3,3,1,92700,https://www.logic-immo.com/detail-vente-A9F2594C-1085-946C-9B81-C9BAE904A663.htm,1
284100,1,2,72,85489843,10,4,3,0,95280,https://www.logic-immo.com/detail-vente-51ED9573-0A76-6255-758E-40CE613DB8BF.htm,1
